eth_type,ip_proto,src_port,dst_port
2048,17,38707,53
2048,17,37761,53
2048,6,43058,443
2048,6,43052,443
2048,6,43062,443
2048,6,443,44224
2048,6,443,48450
2048,6,443,45848
2048,6,443,33770
2048,6,443,39368
2048,6,80,59136
2048,6,443,34214
2048,6,48014,443
2048,6,42278,443
2048,6,80,59138
2048,6,443,41652
2048,6,443,45870
2048,17,53,38707
2048,6,44654,443
2048,17,53,37761
2048,17,53,41500
2048,6,443,35480
2048,6,443,51484
2048,6,443,42510
2048,6,443,43052
2048,6,443,43058
2048,6,443,43062
2048,6,443,52866
2048,17,59086,53
2048,17,53,59086
2048,6,443,48014
2048,6,41590,443
2048,6,53778,80
2048,6,33728,443
2048,6,52884,443
2048,17,53,34646
2048,6,443,52884
2048,6,60618,443
2048,6,443,44654
2048,6,443,42278
2048,17,43417,53
2048,17,60714,53
2048,17,50070,53
2048,17,44067,53
2048,17,47563,53
2048,6,57408,443
2048,17,51339,53
2048,17,57760,53
2048,17,44376,53
2048,6,40060,443
2048,6,56266,443
2048,17,34256,443
2048,6,51036,443
2048,6,443,33728
2048,6,80,53778
2048,6,41602,443
2048,6,443,60618
2048,6,56256,443
2048,6,443,36690
2048,6,443,36688
2048,6,443,40176
2048,6,50520,80
2048,6,37758,80
2048,6,59746,80
2048,6,59774,80
2048,6,41604,443
2048,6,443,46960
2048,6,36296,443
2048,6,51296,443
2048,6,51034,443
2048,6,35962,443
2048,6,59784,80
2048,6,48404,443
2048,17,53,43417
2048,17,53,60714
2048,17,53,50070
2048,17,53,47563
2048,6,80,59774
2048,6,51308,443
2048,6,80,59746
2048,17,53,51339
2048,17,53,44376
2048,6,36690,443
2048,6,443,56266
2048,6,36688,443
2048,6,40176,443
2048,6,54248,443
2048,6,46960,443
2048,6,443,56256
2048,6,80,59784
2048,6,443,36296
2048,6,59162,53
2048,6,80,37758
2048,6,80,50520
2048,6,443,35962
2048,6,443,48404
2048,17,42881,53
2048,17,37454,53
2048,17,51181,53
2048,6,57848,443
2048,17,54175,53
2048,6,41854,443
2048,6,41868,443
2048,6,443,54248
2048,6,443,41604
2048,6,443,57408
2048,17,53,44067
2048,6,443,41602
2048,17,53,42881
2048,17,53,37454
2048,17,53,51181
2048,6,53,59162
2048,6,443,51296
2048,17,58944,53
2048,17,49959,53
2048,17,42130,53
2048,6,443,51308
2048,17,54092,53
2048,6,36754,443
2048,6,443,51034
2048,17,53,58944
2048,17,53,42130
2048,17,53,49959
2048,6,443,51036
2048,17,53,54092
2048,6,59164,53
2048,17,40564,53
2048,17,42778,53
2048,17,38207,53
2048,6,53,59164
2048,17,53,40564
2048,17,53,38207
2048,17,53,42778
2048,17,33236,53
2048,17,55252,53
2048,17,53010,53
2048,17,33717,53
2048,6,43298,443
2048,6,58208,443
2048,6,52118,443
2048,6,45624,443
2048,6,42322,443
2048,6,33388,443
2048,17,47040,53
2048,17,53,55252
2048,17,36241,53
2048,17,53,53010
2048,6,52544,443
2048,6,57626,443
2048,6,443,40060
2048,17,54423,53
2048,17,53,36241
2048,6,60924,443
2048,6,60926,443
2048,6,443,45624
2048,6,38890,80
2048,6,36926,443
2048,17,53,54423
2048,17,53,57760
2048,6,443,60924
2048,6,80,38890
2048,6,443,60926
2048,6,443,57848
2048,17,53,33236
2048,17,47318,53
2048,17,53,54175
2048,17,47981,53
2048,17,49902,53
2048,17,52967,53
2048,17,53,47040
2048,6,52572,443
2048,6,36722,443
2048,6,52152,443
2048,6,47280,443
2048,6,52816,443
2048,6,443,36754
2048,6,43524,443
2048,6,443,42322
2048,6,443,58208
2048,6,443,33388
2048,6,443,52118
2048,6,443,41854
2048,6,443,41868
2048,6,443,36926
2048,6,443,52544
2048,6,443,57626
2048,6,443,43298
2048,6,48990,443
2048,17,53,33717
2048,6,52920,443
2048,6,53142,443
2048,6,53132,443
2048,6,54028,443
2048,6,41888,443
2048,6,41880,443
2048,6,443,52660
2048,6,443,43784
2048,6,443,42836
2048,6,36946,443
2048,6,36942,443
2048,6,57636,443
2048,6,52556,443
2048,6,33394,443
2048,6,42326,443
2048,6,52124,443
2048,6,58224,443
2048,6,43312,443
2048,6,36768,443
2048,6,47290,443
2048,6,36964,443
2048,6,52824,443
2048,6,36950,443
2048,6,36954,80
2048,6,42446,443
2048,6,36978,443
2048,6,36992,443
2048,6,36982,443
2048,6,33326,443
2048,6,52140,443
2048,6,36714,443
2048,6,52560,443
2048,6,35876,443
2048,6,43514,443
2048,17,58231,53
2048,6,35534,443
2048,6,443,47280
2048,17,55637,53
2048,6,42460,443
2048,17,53,47318
2048,17,44040,53
2048,17,53,49902
2048,17,53,52967
2048,6,42848,443
2048,17,53,47981
2048,6,56092,443
2048,6,443,52920
2048,6,443,47290
2048,6,80,36954
2048,17,50983,53
2048,6,57548,443
2048,6,443,48990
2048,6,443,52816
2048,6,443,33326
2048,6,443,35876
2048,17,56160,53
2048,6,40420,443
2048,17,45006,53
2048,17,53,55637
2048,6,49248,443
2048,17,53,44040
2048,17,60528,53
2048,6,33024,443
2048,17,53478,53
2048,6,443,56092
2048,6,57702,443
2048,17,53,50983
2048,6,443,52824
2048,6,443,53132
2048,6,443,57548
2048,6,443,53142
2048,6,443,36946
2048,17,53,56160
2048,6,443,36942
2048,17,42462,53
2048,6,443,36950
2048,6,443,36964
2048,17,53,45006
2048,6,443,36978
2048,6,443,58224
2048,6,443,42446
2048,6,443,42326
2048,6,443,36992
2048,6,443,52124
2048,6,443,33394
2048,6,443,36982
2048,6,443,42460
2048,6,443,54028
2048,6,443,36768
2048,17,53,53478
2048,6,443,36714
2048,17,42449,53
2048,6,443,36722
2048,6,443,52140
2048,6,443,52152
2048,6,443,43514
2048,17,53,42462
2048,6,443,43524
2048,17,56644,53
2048,6,36916,443
2048,6,443,35534
2048,17,53,42449
2048,17,53,56644
2048,17,42711,53
2048,17,39083,53
2048,6,44690,443
2048,17,53,42711
2048,17,53,39083
2048,6,443,52556
2048,17,53,58231
2048,6,443,43312
2048,6,443,52560
2048,6,443,52572
2048,6,443,57702
2048,6,443,57636
2048,6,443,42848
2048,6,443,49248
2048,17,34694,53
2048,6,40432,443
2048,6,49260,443
2048,6,55094,443
2048,6,52600,443
2048,6,53834,443
2048,6,52058,443
2048,6,52066,443
2048,6,37110,443
2048,6,48652,443
2048,17,53,60528
2048,6,55266,443
2048,17,34475,53
2048,17,46461,53
2048,17,54855,53
2048,17,54207,53
2048,17,58374,53
2048,17,38272,53
2048,6,39332,443
2048,6,58722,443
2048,6,443,36668
2048,6,443,41888
2048,6,443,36916
2048,6,443,33024
2048,6,39344,443
2048,6,40596,443
2048,6,37826,443
2048,6,55078,443
2048,6,443,41590
2048,6,443,44690
2048,6,52050,443
2048,6,52034,443
2048,6,53832,443
2048,6,52586,443
2048,6,41194,443
2048,6,36596,443
2048,6,39338,443
2048,6,43564,443
2048,6,56408,443
2048,6,48650,443
2048,6,37108,443
2048,6,53788,443
2048,6,42862,443
2048,6,44692,443
2048,6,55264,443
2048,6,36928,443
2048,6,57708,443
2048,6,33034,443
2048,6,49260,443
2048,6,40432,443
2048,6,52066,443
2048,6,52058,443
2048,6,53834,443
2048,6,52600,443
2048,6,55094,443
2048,6,40596,443
2048,6,48652,443
2048,6,37110,443
2048,6,58722,443
2048,6,36596,443
2048,6,43564,443
2048,6,39350,443
2048,6,36736,443
2048,6,56408,443
2048,6,39338,443
2048,6,37826,443
2048,6,39360,443
2048,6,55266,443
2048,6,36742,443
2048,6,41194,443
2048,6,53924,443
2048,6,53788,443
2048,6,59180,53
2048,6,443,55078
2048,6,443,55094
2048,17,53,46461
2048,17,53,54207
2048,17,53,34475
2048,17,53,58374
2048,17,53,38272
2048,6,36668,443
2048,17,53,34694
2048,6,443,52586
2048,6,443,44692
2048,6,443,52600
2048,6,443,55264
2048,6,443,55266
2048,6,443,48652
2048,17,53,54855
2048,6,443,42862
2048,6,443,49260
2048,6,443,39332
2048,6,443,58722
2048,6,443,39344
2048,6,443,43564
2048,6,443,37826
2048,6,53,59180
2048,6,443,52034
2048,6,443,57708
2048,6,443,52050
2048,6,443,41194
2048,17,48448,53
2048,6,53712,443
2048,17,35347,53
2048,6,48522,80
2048,17,57934,53
2048,6,443,52058
2048,17,53451,53
2048,6,443,52066
2048,6,54050,80
2048,6,39324,443
2048,17,45884,53
2048,6,443,36596
2048,6,443,33034
2048,6,443,48650
2048,6,443,36928
2048,6,443,53788
2048,6,443,56408
2048,6,443,39338
2048,6,443,39350
2048,6,443,39360
2048,6,443,53924
2048,6,443,44692
2048,6,443,57708
2048,6,48522,80
2048,6,39324,443
2048,6,54050,80
2048,6,53712,443
2048,6,443,36736
2048,6,443,53788
2048,6,443,33034
2048,6,48920,443
2048,6,48926,443
2048,6,48942,443
2048,6,52980,443
2048,6,443,43564
2048,6,443,52586
2048,6,443,48650
2048,6,35610,443
2048,6,35622,443
2048,6,443,52034
2048,6,443,52050
2048,6,39334,443
2048,6,53726,443
2048,6,443,40596
2048,6,47318,443
2048,6,443,42862
2048,6,443,36928
2048,6,443,55264
2048,6,443,36596
2048,6,443,53832
2048,6,443,56408
2048,6,443,52600
2048,6,443,37108
2048,6,443,52058
2048,6,443,52066
2048,6,443,39338
2048,6,443,48652
2048,6,56202,443
2048,6,443,53834
2048,6,443,41194
2048,6,443,37110
2048,6,443,34214
2048,6,443,55266
2048,6,443,36742
2048,6,43044,443
2048,6,56212,443
2048,6,58758,443
2048,17,42704,53
2048,6,46046,443
2048,17,55541,53
2048,6,39560,443
2048,6,39566,443
2048,6,53,59180
2048,17,43517,53
2048,17,53,35347
2048,17,53,57934
2048,6,80,48522
2048,17,53,53451
2048,17,53,45884
2048,6,53194,443
2048,6,53186,443
2048,6,48898,443
2048,6,443,39324
2048,6,443,49294
2048,6,443,49338
2048,6,48910,443
2048,6,48912,443
2048,6,80,54050
2048,6,443,39334
2048,6,443,53712
2048,6,46748,443
2048,6,35598,443
2048,6,35596,443
2048,17,53,48448
2048,6,443,48898
2048,6,443,48910
2048,6,443,48912
2048,6,443,48920
2048,6,443,48942
2048,6,443,48926
2048,6,46056,443
2048,6,443,53726
2048,6,443,43044
2048,17,53,42704
2048,17,53,55541
2048,6,443,52980
2048,6,443,46046
2048,17,53,43517
2048,6,443,39560
2048,17,53,43517
2048,17,37568,53
2048,17,56128,53
2048,17,56084,53
2048,17,45023,53
2048,6,443,49342
2048,6,35228,443
2048,6,46056,443
2048,6,443,48912
2048,6,443,48942
2048,6,443,48920
2048,6,443,48926
2048,6,443,48898
2048,6,443,35598
2048,6,443,35596
2048,6,39590,443
2048,6,39578,443
2048,6,80,54050
2048,6,443,53712
2048,6,443,35610
2048,6,47368,443
2048,6,443,35622
2048,6,443,47318
2048,6,40140,443
2048,6,54548,443
2048,6,49262,443
2048,6,40570,443
2048,6,443,39334
2048,6,443,53726
2048,6,53858,443
2048,6,54742,443
2048,6,443,56202
2048,6,80,60566
2048,6,443,43044
2048,6,45888,443
2048,6,443,52980
2048,6,443,56212
2048,6,443,46046
2048,6,443,48910
2048,17,44864,53
2048,6,443,39560
2048,6,443,39566
2048,17,41501,53
2048,17,49111,53
2048,6,33000,53
2048,6,443,46056
2048,6,443,41652
2048,6,443,58758
2048,6,47360,443
2048,17,53,37568
2048,6,443,45870
2048,17,53,56128
2048,17,53,56084
2048,17,53,45023
2048,6,443,35480
2048,6,443,53186
2048,6,443,53194
2048,6,48984,443
2048,6,443,46748
2048,6,443,52866
2048,6,443,39578
2048,6,443,39590
2048,6,443,40570
2048,6,443,54548
2048,6,49342,443
2048,17,53,44864
2048,17,53,41501
2048,6,60572,443
2048,6,56682,443
2048,6,443,45870
2048,6,443,35480
2048,6,443,40570
2048,6,443,40140
2048,6,49288,443
2048,6,35436,443
2048,6,443,39590
2048,6,443,39578
2048,6,52884,443
2048,6,443,45888
2048,6,33084,443
2048,6,443,47360
2048,6,37050,443
2048,6,35766,443
2048,6,37110,443
2048,6,56606,443
2048,6,443,47368
2048,6,443,54742
2048,6,51698,443
2048,6,40834,443
2048,6,38944,443
2048,6,443,54548
2048,6,40296,443
2048,6,49292,443
2048,6,45936,443
2048,6,51702,443
2048,6,443,53858
2048,6,443,35228
2048,6,35428,443
2048,6,443,49262
2048,6,53778,80
2048,6,38010,443
2048,6,33728,443
2048,17,53,49111
2048,17,36407,53
2048,17,43140,53
2048,17,48647,53
2048,17,46630,53
2048,6,80,37758
2048,6,80,50520
2048,6,443,48984
2048,17,58821,53
2048,17,39434,53
2048,6,39354,443
2048,6,53,33000
2048,17,38622,53
2048,6,443,57408
2048,6,443,52884
2048,6,39814,443
2048,6,51076,443
2048,6,46760,443
2048,6,443,40296
2048,6,80,53778
2048,6,443,33728
2048,17,53,46630
2048,17,53,43140
2048,17,53,36407
2048,17,53,48647
2048,6,443,38944
2048,6,443,56682
2048,6,38890,80
2048,6,443,46760
2048,6,443,51076
2048,6,443,39814
2048,6,443,35436
2048,6,443,35428
2048,6,443,40834
2048,6,443,51698
2048,6,443,49292
2048,6,443,51702
2048,6,443,49288
2048,6,443,56606
2048,6,443,35766
2048,6,443,37050
2048,6,443,37110
2048,6,443,33084
2048,6,443,60572
2048,6,443,39354
2048,6,443,45936
2048,6,50446,443
2048,6,44610,443
2048,6,51768,443
2048,6,37672,443
2048,6,44616,443
2048,6,39722,443
2048,6,443,33728
2048,6,80,53778
2048,6,443,40834
2048,6,80,37758
2048,6,80,50520
2048,6,443,33084
2048,6,443,56682
2048,6,38890,80
2048,6,443,45936
2048,6,443,52884
2048,6,56420,443
2048,6,37672,443
2048,6,51768,443
2048,6,443,51702
2048,6,35390,443
2048,6,443,38944
2048,6,443,60572
2048,6,443,46760
2048,6,44616,443
2048,6,53200,443
2048,6,50446,443
2048,6,39722,443
2048,6,443,39722
2048,6,443,51698
2048,6,443,49288
2048,6,443,56606
2048,6,443,37050
2048,6,443,35766
2048,6,53708,443
2048,17,53,46630
2048,17,53,43140
2048,17,53,48647
2048,17,53,39434
2048,17,59273,53
2048,6,443,37110
2048,6,443,39354
2048,17,53,58821
2048,17,37928,53
2048,17,40044,53
2048,6,443,51076
2048,6,443,39814
2048,6,44654,443
2048,6,42042,443
2048,6,35384,443
2048,17,38733,53
2048,6,80,38890
2048,17,53,38622
2048,17,37555,53
2048,17,34934,53
2048,17,53,59273
2048,17,57278,53
2048,6,47742,443
2048,17,53,37928
2048,17,53,38733
2048,17,53,40044
2048,6,42056,443
2048,6,47754,443
2048,6,43864,443
2048,6,42950,443
2048,6,36806,443
2048,6,34810,443
2048,6,37674,443
2048,6,48396,443
2048,6,36828,443
2048,6,443,56420
2048,6,443,35384
2048,6,443,35390
2048,6,443,37672
2048,6,53234,443
2048,6,42418,443
2048,6,443,44654
2048,6,443,51768
2048,6,53428,443
2048,6,443,44610
2048,6,443,44616
2048,6,443,50446
2048,6,443,53200
2048,6,443,53708
2048,6,52660,443
2048,6,52920,443
2048,6,36954,80
2048,6,48748,443
2048,6,42836,443
2048,6,43784,443
2048,6,54028,443
2048,6,53132,443
2048,6,53142,443
2048,6,56796,443
2048,6,53944,443
2048,6,443,42042
2048,6,40848,443
2048,6,47742,443
2048,6,53234,443
2048,6,42056,443
2048,6,443,44616
2048,6,80,38890
2048,6,53428,443
2048,6,36828,443
2048,6,47754,443
2048,6,42916,443
2048,6,51690,443
2048,6,49190,443
2048,6,443,44654
2048,6,36806,443
2048,6,443,44610
2048,6,34810,443
2048,6,48748,443
2048,6,37674,443
2048,6,53944,443
2048,6,56796,443
2048,6,48396,443
2048,6,443,53708
2048,6,443,35384
2048,6,443,50446
2048,6,443,37672
2048,6,443,56420
2048,6,443,51768
2048,6,34148,443
2048,6,43864,443
2048,6,443,53200
2048,17,55386,53
2048,17,53,38733
2048,6,39628,443
2048,6,39638,443
2048,6,80,36954
2048,6,443,52920
2048,6,42418,443
2048,6,33006,53
2048,17,53,37555
2048,17,53,34934
2048,17,59954,53
2048,17,53,57278
2048,6,36860,443
2048,6,36864,443
2048,17,55058,53
2048,6,59338,443
2048,6,59352,443
2048,6,443,53132
2048,6,443,53142
2048,6,443,43784
2048,6,56678,443
2048,6,56692,443
2048,6,443,42836
2048,6,443,54028
2048,6,51900,443
2048,6,443,47742
2048,6,443,36828
2048,6,443,53428
2048,6,443,42056
2048,6,41658,443
2048,6,57646,443
2048,6,41590,443
2048,6,443,47754
2048,6,443,36806
2048,6,443,37674
2048,6,443,34810
2048,6,443,48396
2048,6,33922,443
2048,17,53,55386
2048,6,57480,443
2048,6,57482,443
2048,6,57498,443
2048,6,57508,443
2048,6,57516,443
2048,6,57526,443
2048,6,53,33006
2048,6,43500,443
2048,6,443,52660
2048,17,53,55058
2048,6,443,59338
2048,6,443,59352
2048,6,39646,443
2048,6,39652,443
2048,17,53,59954
2048,6,443,39638
2048,6,443,39628
2048,6,36878,443
2048,6,36884,443
2048,6,59358,443
2048,6,59374,443
2048,6,56700,443
2048,6,56710,443
2048,6,443,36864
2048,6,443,36860
2048,6,443,56692
2048,6,443,56678
2048,6,38022,443
2048,6,33938,443
2048,6,57536,443
2048,6,57538,443
2048,6,57540,443
2048,6,57556,443
2048,6,57572,443
2048,6,57582,443
2048,6,43502,443
2048,6,443,40848
2048,6,56722,443
2048,6,53372,443
2048,6,53014,443
2048,6,38926,443
2048,6,59928,443
2048,6,443,41658
2048,6,443,53234
2048,6,443,56796
2048,6,443,43864
2048,6,443,42418
2048,6,443,51900
2048,6,443,42950
2048,6,48756,443
2048,6,45624,443
2048,6,443,42916
2048,6,58106,443
2048,6,443,48748
2048,6,443,49190
2048,6,54182,443
2048,6,32892,443
2048,6,52734,443
2048,6,443,34148
2048,6,443,51690
2048,6,443,53944
2048,6,443,40848
2048,6,443,36690
2048,6,443,36688
2048,6,443,40176
2048,6,443,39638
2048,6,443,39628
2048,6,53372,443
2048,6,33922,443
2048,6,57646,443
2048,6,443,36864
2048,6,443,36860
2048,6,43500,443
2048,6,57526,443
2048,6,57516,443
2048,6,57508,443
2048,6,57498,443
2048,6,57482,443
2048,6,57480,443
2048,6,59928,443
2048,6,443,56678
2048,6,443,56692
2048,6,443,49190
2048,6,39652,443
2048,6,39646,443
2048,6,443,54028
2048,6,443,53944
2048,6,443,48748
2048,6,59374,443
2048,6,59358,443
2048,6,36884,443
2048,6,36878,443
2048,6,443,56796
2048,6,443,47742
2048,6,56710,443
2048,6,56700,443
2048,6,443,43864
2048,6,443,42950
2048,6,32892,443
2048,6,54182,443
2048,6,443,42056
2048,6,52734,443
2048,6,38926,443
2048,6,43502,443
2048,6,57582,443
2048,6,57572,443
2048,6,57556,443
2048,6,57540,443
2048,6,57538,443
2048,6,57536,443
2048,6,33938,443
2048,6,443,42916
2048,6,58106,443
2048,6,443,42418
2048,6,443,47754
2048,6,48756,443
2048,6,45624,443
2048,6,53014,443
2048,6,443,51690
2048,6,443,34148
2048,6,443,57646
2048,6,443,41658
2048,6,53,33006
2048,6,49088,443
2048,6,443,33922
2048,6,443,51900
2048,6,443,59374
2048,6,443,59358
2048,6,443,38022
2048,6,443,41590
2048,6,443,33938
2048,6,53208,443
2048,6,443,43500
2048,6,36688,443
2048,6,36690,443
2048,6,40176,443
2048,6,443,43502
2048,6,443,59928
2048,6,443,54182
2048,6,443,32892
2048,6,443,38926
2048,6,443,52734
2048,6,443,45624
2048,6,59752,80
2048,6,49322,443
2048,6,443,36878
2048,17,57353,53
2048,17,32905,53
2048,17,56185,53
2048,17,55776,53
2048,17,35042,53
2048,17,46953,53
2048,6,443,56710
2048,6,443,56700
2048,6,49090,443
2048,6,53220,443
2048,17,36948,53
2048,6,48522,80
2048,6,34214,443
2048,17,54035,53
2048,6,443,53372
2048,6,443,37644
2048,6,443,58106
2048,6,443,53014
2048,6,443,48756
2048,6,58176,443
2048,6,59588,443
2048,6,50014,443
2048,6,53898,443
2048,6,60128,443
2048,6,443,56722
2048,6,40704,443
2048,6,443,57480
2048,6,443,57498
2048,6,443,57508
2048,6,443,57516
2048,6,443,57482
2048,6,443,57526
2048,6,443,39652
2048,6,443,39646
2048,6,443,57540
2048,6,443,57538
2048,6,443,57536
2048,6,443,57582
2048,6,443,57572
2048,6,443,57556
2048,6,443,49088
2048,6,443,53208
2048,6,443,36884
2048,6,59752,80
2048,6,443,43502
2048,6,443,58106
2048,6,443,53372
2048,6,443,57516
2048,6,443,57508
2048,6,443,57526
2048,6,443,57480
2048,6,443,57498
2048,6,443,57482
2048,6,443,48756
2048,6,53220,443
2048,6,49090,443
2048,6,58176,443
2048,6,59588,443
2048,6,443,36884
2048,6,443,36878
2048,6,34214,443
2048,6,48522,80
2048,6,443,57572
2048,6,443,57556
2048,6,443,57536
2048,6,443,57538
2048,6,443,57540
2048,6,443,56710
2048,6,443,57582
2048,6,443,56700
2048,6,443,53014
2048,6,40704,443
2048,6,60128,443
2048,6,46196,443
2048,6,57520,443
2048,6,49600,443
2048,6,50014,443
2048,6,40162,443
2048,6,443,49322
2048,6,80,59752
2048,17,53,32905
2048,17,53,35042
2048,17,53,56185
2048,17,53,36948
2048,6,49338,443
2048,6,49294,443
2048,6,80,48522
2048,17,53,54035
2048,17,53,57353
2048,6,443,58176
2048,6,443,59588
2048,17,53,46953
2048,6,443,53220
2048,17,53,55776
2048,6,443,50014
2048,6,49824,53
2048,6,443,53898
2048,6,443,49294
2048,6,35138,443
2048,6,45686,443
2048,6,38242,443
2048,6,42416,443
2048,6,42418,443
2048,6,443,49338
2048,6,443,49090
2048,6,60566,80
2048,17,42006,53
2048,6,59764,80
2048,6,43044,443
2048,6,39334,443
2048,17,37206,53
2048,6,35142,443
2048,6,45702,443
2048,6,38244,443
2048,6,42424,443
2048,6,42426,443
2048,6,42036,443
2048,6,55842,443
2048,6,443,60128
2048,6,52536,443
2048,6,443,40704
2048,6,43870,443
2048,6,443,34214
2048,6,48684,443
2048,6,443,40162
2048,6,41388,443
2048,6,443,57520
2048,6,443,46196
2048,6,40768,443
2048,6,49158,443
2048,6,443,49600
2048,6,46716,443
2048,6,49824,53
2048,6,42418,443
2048,6,42416,443
2048,6,38242,443
2048,6,45686,443
2048,6,55842,443
2048,6,35138,443
2048,6,60566,80
2048,6,52536,443
2048,6,43044,443
2048,6,59764,80
2048,6,443,60128
2048,6,443,36668
2048,6,443,40704
2048,6,443,53220
2048,6,42426,443
2048,6,42424,443
2048,6,38244,443
2048,6,45702,443
2048,6,35142,443
2048,6,443,34214
2048,6,443,49090
2048,6,43870,443
2048,6,42036,443
2048,6,38034,443
2048,6,443,40162
2048,6,38172,443
2048,6,443,56470
2048,6,60322,443
2048,6,36596,443
2048,6,45170,443
2048,6,53,49824
2048,6,443,45686
2048,17,53,42006
2048,6,80,59764
2048,6,443,39334
2048,6,443,43044
2048,17,53,37206
2048,6,443,45702
2048,6,443,41388
2048,6,443,49158
2048,6,443,40768
2048,6,443,46716
2048,6,36668,443
2048,6,443,38034
2048,6,443,42036
2048,6,443,43870
2048,6,443,48684
2048,6,443,52536
2048,17,53467,53
2048,6,52866,443
2048,17,42420,53
2048,17,36492,53
2048,6,443,60322
2048,6,443,38172
2048,6,46862,443
2048,6,51380,443
2048,6,60782,80
2048,6,443,45170
2048,6,56470,443
2048,6,45180,443
2048,6,60332,443
2048,6,59774,80
2048,6,59746,80
2048,6,59784,80
2048,6,38174,443
2048,6,443,35138
2048,6,443,38242
2048,6,443,42418
2048,6,443,42416
2048,6,56150,80
2048,6,56162,80
2048,6,80,60566
2048,6,443,55842
2048,6,38054,443
2048,6,44856,443
2048,6,51384,443
2048,6,37266,443
2048,6,45936,443
2048,6,41518,443
2048,6,443,35142
2048,6,443,38244
2048,6,443,42426
2048,6,443,42424
2048,17,46852,53
2048,6,443,36596
2048,6,38980,443
2048,6,42042,443
2048,6,52110,443
2048,6,44034,443
2048,6,48854,443
2048,6,35578,443
2048,6,56690,443
2048,6,45770,443
2048,6,53346,443
2048,6,443,53346
2048,17,53,53467
2048,6,80,59746
2048,6,80,59784
2048,17,53,42420
2048,17,53,36492
2048,6,80,59774
2048,6,443,37266
2048,17,53,46852
2048,6,443,38054
2048,6,443,45936
2048,6,443,41518
2048,6,80,60782
2048,6,443,42042
2048,6,60784,80
2048,6,60800,80
2048,6,443,51380
2048,6,57408,443
2048,6,443,46862
2048,6,443,44034
2048,6,443,38980
2048,6,46178,80
2048,6,46186,80
2048,6,443,52110
2048,6,443,60332
2048,6,443,38980
2048,6,55146,443
2048,6,443,44034
2048,6,443,51384
2048,6,443,38174
2048,6,443,44856
2048,6,443,56690
2048,6,443,35578
2048,6,443,48854
2048,17,42144,53
2048,6,443,52866
2048,6,443,57408
2048,17,46093,53
2048,17,59237,53
2048,17,36003,53
2048,17,50551,53
2048,6,49292,443
2048,17,38005,53
2048,6,55192,443
2048,17,42901,53
2048,17,34953,53
2048,6,39566,443
2048,6,55204,443
2048,6,443,55146
2048,6,80,56150
2048,6,80,56162
2048,6,80,60784
2048,6,80,46178
2048,6,58722,443
2048,6,53228,443
2048,6,80,46186
2048,6,80,60800
2048,6,46528,443
2048,6,44398,443
2048,6,53778,80
2048,6,50520,80
2048,6,37758,80
2048,6,55160,443
2048,6,46690,443
2048,6,46676,443
2048,6,45230,443
2048,6,53244,443
2048,6,443,45180
2048,6,46204,443
2048,6,39810,443
2048,6,51484,443
2048,6,41194,443
2048,6,56408,443
2048,6,37826,443
2048,6,40596,443
2048,6,54492,443
2048,6,39338,443
2048,6,43564,443
2048,6,53788,443
2048,6,48332,443
2048,6,49342,443
2048,6,43976,443
2048,6,35300,443
2048,6,59640,443
2048,6,443,45770
2048,6,443,45230
2048,6,443,48332
2048,17,53,42144
2048,6,80,53778
2048,17,53,46093
2048,17,53,59237
2048,6,443,54492
2048,17,53,50551
2048,17,53,36003
2048,17,53,36003
2048,17,53,50551
2048,6,443,55160
2048,17,53,38005
2048,6,443,48332
2048,17,53,42901
2048,17,53,34953
2048,6,80,37758
2048,6,80,50520
2048,6,443,39566
2048,6,443,45230
2048,6,443,46204
2048,6,443,37826
2048,6,443,54492
2048,17,50606,53
2048,17,53986,53
2048,6,443,53228
2048,6,58816,80
2048,6,443,43976
2048,17,53435,53
2048,6,39860,80
2048,6,39876,80
2048,17,55877,53
2048,17,40335,53
2048,6,443,55192
2048,6,443,53244
2048,6,443,59640
2048,6,443,55204
2048,6,443,58722
2048,6,443,49292
2048,17,43614,53
2048,17,52775,53
2048,17,43149,53
2048,6,443,35300
2048,6,443,53788
2048,17,53,50606
2048,17,53,53986
2048,17,53,53435
2048,17,53,55877
2048,6,80,58816
2048,6,443,40596
2048,6,80,39860
2048,6,80,39876
2048,6,36954,80
2048,6,53142,443
2048,6,53132,443
2048,6,43784,443
2048,6,52816,443
2048,6,443,51484
2048,6,443,46690
2048,6,443,46676
2048,6,56628,443
2048,6,43254,443
2048,6,38246,443
2048,6,38086,443
2048,6,54500,443
2048,6,443,56408
2048,6,443,49342
2048,6,57350,443
2048,6,443,46528
2048,6,443,44398
2048,6,443,39338
2048,6,60926,443
2048,6,443,41194
2048,6,443,43564
2048,6,32786,443
2048,6,33868,443
2048,6,443,39810
2048,6,41006,443
2048,6,443,51484
2048,6,56628,443
2048,6,80,58816
2048,6,38246,443
2048,6,60926,443
2048,6,443,56408
2048,6,443,53788
2048,6,43254,443
2048,6,443,49342
2048,6,36954,80
2048,6,43784,443
2048,6,53132,443
2048,6,53142,443
2048,6,443,46676
2048,6,443,46690
2048,6,443,53244
2048,6,443,44398
2048,6,59322,443
2048,6,443,41194
2048,6,57350,443
2048,6,38086,443
2048,6,48716,443
2048,6,55298,443
2048,6,443,46528
2048,6,48796,443
2048,6,42836,443
2048,17,53,53435
2048,17,53,40335
2048,17,53,55877
2048,6,33868,443
2048,17,53,43614
2048,17,53,52775
2048,17,53,43149
