eth_type,ip_proto,src_port,dst_port,Category
2048,17,53,48470,DNS
2048,6,38224,443,HTTP
2048,17,53,54788,DNS
2048,6,443,58794,HTTP
2048,6,53,58306,DNS
2048,6,443,53656,HTTP
2048,6,53,58320,DNS
2048,6,58306,53,DNS
2048,6,58320,53,DNS
2048,6,47238,443,HTTP
2048,6,48642,443,HTTP
2048,6,48638,443,HTTP
2048,6,50472,443,HTTP
2048,6,37938,443,HTTP
2048,6,39870,443,HTTP
2048,6,443,48642,HTTP
2048,6,443,48638,HTTP
2048,6,443,50472,HTTP
2048,6,44586,443,HTTP
2048,6,44576,443,HTTP
2048,6,443,47238,HTTP
2048,6,443,38224,HTTP
2048,6,443,37938,HTTP
2048,6,443,39870,HTTP
2048,6,50678,443,HTTP
2048,6,35722,443,HTTP
2048,6,38198,443,HTTP
2048,17,40480,53,DNS
2048,17,54198,53,DNS
2048,6,50680,443,HTTP
2048,6,443,47230,HTTP
2048,6,48272,80,HTTP
2048,6,60470,443,HTTP
2048,6,37156,443,HTTP
2048,6,46046,443,HTTP
2048,6,50952,443,HTTP
2048,6,34742,443,HTTP
2048,6,443,42114,HTTP
2048,6,443,44576,HTTP
2048,6,443,44586,HTTP
2048,6,36426,443,HTTP
2048,6,42872,443,HTTP
2048,6,50408,443,HTTP
2048,6,42582,443,HTTP
2048,6,443,38198,HTTP
2048,17,53,40480,DNS
2048,17,53,54198,DNS
2048,6,443,50678,HTTP
2048,6,443,60470,HTTP
2048,6,443,50680,HTTP
2048,6,58336,53,DNS
2048,6,58352,53,DNS
2048,6,443,42582,HTTP
2048,6,443,42872,HTTP
2048,6,443,50408,HTTP
2048,6,443,36426,HTTP
2048,6,53,58352,DNS
2048,6,53,58336,DNS
2048,6,80,48272,HTTP
2048,6,54130,443,HTTP
2048,6,54070,443,HTTP
2048,6,34192,80,HTTP
2048,6,44050,80,HTTP
2048,6,37816,80,HTTP
2048,6,55264,80,HTTP
2048,6,80,37816,HTTP
2048,6,80,34192,HTTP
2048,6,443,34742,HTTP
2048,6,443,50952,HTTP
2048,6,443,37156,HTTP
2048,6,443,35722,HTTP
2048,6,443,46046,HTTP
2048,6,80,55264,HTTP
2048,6,80,44050,HTTP
2048,6,443,54130,HTTP
2048,6,443,54070,HTTP
2048,6,44052,80,HTTP
2048,6,48710,443,HTTP
2048,6,80,42688,HTTP
2048,6,80,44052,HTTP
2048,6,443,48710,HTTP
2048,6,53892,80,HTTP
2048,6,59588,443,HTTP
2048,6,52362,443,HTTP
2048,6,35352,443,HTTP
2048,6,48724,443,HTTP
2048,6,80,53892,HTTP
2048,6,443,52362,HTTP
2048,6,443,53654,HTTP
2048,6,443,48724,HTTP
2048,6,443,35352,HTTP
2048,6,443,40244,HTTP
2048,6,443,42414,HTTP
2048,6,33886,443,HTTP
2048,6,37584,443,HTTP
2048,6,39938,443,HTTP
2048,6,51822,443,HTTP
2048,6,45198,443,HTTP
2048,6,50410,443,HTTP
2048,6,46686,443,HTTP
2048,6,41878,443,HTTP
2048,6,443,39938,HTTP
2048,6,443,37584,HTTP
2048,6,443,45198,HTTP
2048,6,443,50410,HTTP
2048,6,443,41878,HTTP
2048,6,443,59588,HTTP
2048,6,443,51822,HTTP
2048,6,443,46686,HTTP
2048,6,443,33886,HTTP
2048,6,35934,443,HTTP
2048,6,443,35934,HTTP
2048,6,37824,80,HTTP
2048,6,443,59570,HTTP
2048,6,55742,443,HTTP
2048,6,43466,443,HTTP
2048,6,44602,443,HTTP
2048,6,44046,80,HTTP
2048,6,34254,443,HTTP
2048,6,42896,443,HTTP
2048,17,52402,53,DNS
2048,6,36706,443,HTTP
2048,6,49382,443,HTTP
2048,6,50376,443,HTTP
2048,6,36250,443,HTTP
2048,6,38488,443,HTTP
2048,6,53864,443,HTTP
2048,6,37976,443,HTTP
2048,6,59570,443,HTTP
2048,6,80,37824,HTTP
2048,6,443,55742,HTTP
2048,6,443,50376,HTTP
2048,6,443,36706,HTTP
2048,6,443,49382,HTTP
2048,6,443,38488,HTTP
2048,6,443,53864,HTTP
2048,6,443,36250,HTTP
2048,6,443,37976,HTTP
2048,6,443,44602,HTTP
2048,6,80,44046,HTTP
2048,6,443,34254,HTTP
2048,6,22,44770,SSH
2048,6,443,43466,HTTP
2048,6,44770,22,SSH
2048,6,443,42896,HTTP
2048,17,53,52402,DNS
2048,6,45030,8080,STREAMING
2048,6,8080,45030,STREAMING
2048,6,40110,443,HTTP
2048,6,41610,443,HTTP
2048,6,443,40110,HTTP
2048,6,443,41610,HTTP
2048,6,52304,443,HTTP
2048,17,45739,53,DNS
2048,6,49420,443,HTTP
2048,6,443,49420,HTTP
2048,6,49412,443,HTTP
2048,6,49440,443,HTTP
2048,6,49460,443,HTTP
2048,6,34996,80,HTTP
2048,6,35000,80,HTTP
2048,6,35002,80,HTTP
2048,6,80,35002,HTTP
2048,6,80,34996,HTTP
2048,6,80,35000,HTTP
2048,6,443,49412,HTTP
2048,6,443,49440,HTTP
2048,6,443,49460,HTTP
2048,6,443,52304,HTTP
2048,6,43802,443,HTTP
2048,6,53724,443,HTTP
2048,6,45446,443,HTTP
2048,6,45446,443,HTTP
2048,6,56420,443,HTTP
2048,6,44206,443,HTTP
2048,6,49648,443,HTTP
2048,6,56874,443,HTTP
2048,6,47606,443,HTTP
2048,6,46396,443,HTTP
2048,6,32970,443,HTTP
2048,6,53664,443,HTTP
2048,6,59166,443,HTTP
2048,17,53,45739,DNS
2048,6,443,53724,HTTP
2048,6,443,46396,HTTP
2048,6,443,56874,HTTP
2048,6,443,44206,HTTP
2048,6,443,56420,HTTP
2048,6,443,49648,HTTP
2048,6,443,53664,HTTP
2048,6,443,45446,HTTP
2048,6,443,45446,HTTP
2048,6,443,43802,HTTP
2048,6,443,59166,HTTP
2048,6,443,32970,HTTP
2048,6,443,47606,HTTP
2048,6,443,36656,HTTP
2048,6,59598,80,HTTP
2048,6,39206,443,HTTP
2048,6,50296,443,HTTP
2048,6,33348,443,HTTP
2048,6,34114,443,HTTP
2048,6,43300,443,HTTP
2048,6,36698,443,HTTP
2048,6,49118,443,HTTP
2048,6,41308,443,HTTP
2048,6,46418,443,HTTP
2048,6,49730,443,HTTP
2048,6,40960,443,HTTP
2048,6,53728,443,HTTP
2048,6,50590,443,HTTP
2048,6,46070,443,HTTP
2048,6,443,48948,HTTP
2048,6,80,42296,HTTP
2048,6,36656,443,HTTP
2048,6,48948,443,HTTP
2048,6,443,33348,HTTP
2048,6,443,43300,HTTP
2048,6,443,36698,HTTP
2048,6,443,49118,HTTP
2048,6,443,34114,HTTP
2048,6,36710,443,HTTP
2048,17,53715,53,DNS
2048,17,54842,53,DNS
2048,6,443,41308,HTTP
2048,17,55461,53,DNS
2048,6,443,49730,HTTP
2048,6,443,46418,HTTP
2048,6,54208,443,HTTP
2048,6,443,40960,HTTP
2048,6,443,50590,HTTP
2048,6,443,46070,HTTP
2048,6,443,53728,HTTP
2048,6,443,36710,HTTP
2048,6,443,50296,HTTP
2048,6,443,54208,HTTP
2048,6,80,59598,HTTP
2048,6,443,39206,HTTP
2048,17,53,53715,DNS
2048,17,53,54842,DNS
2048,17,53,55461,DNS
2048,17,58243,53,DNS
2048,17,41523,53,DNS
2048,17,53,58243,DNS
2048,17,54391,53,DNS
2048,17,53,54391,DNS
2048,17,53,41523,DNS
2048,6,35002,443,HTTP
2048,6,59430,443,HTTP
2048,17,41510,53,DNS
2048,17,53,41510,DNS
2048,17,50254,53,DNS
2048,17,53,50254,DNS
2048,17,58459,53,DNS
2048,17,53,58459,DNS
2048,17,52118,53,DNS
2048,17,53,52118,DNS
2048,6,38346,443,HTTP
2048,6,443,38346,HTTP
2048,6,56854,443,HTTP
2048,6,443,56854,HTTP
2048,6,443,35002,HTTP
2048,6,443,59430,HTTP
2048,17,60494,53,DNS
2048,17,53,60494,DNS
2048,6,45922,443,HTTP
2048,6,45906,443,HTTP
2048,6,45898,443,HTTP
2048,6,45936,443,HTTP
2048,6,45900,443,HTTP
2048,6,53220,443,HTTP
2048,6,48664,80,HTTP
2048,6,40942,443,HTTP
2048,6,50622,443,HTTP
2048,6,52746,443,HTTP
2048,6,50632,443,HTTP
2048,6,48190,443,HTTP
2048,6,53420,443,HTTP
2048,6,80,48664,HTTP
2048,6,443,40942,HTTP
2048,6,443,53220,HTTP
2048,6,443,52746,HTTP
2048,6,443,45906,HTTP
2048,6,443,45900,HTTP
2048,6,443,45936,HTTP
2048,6,443,45898,HTTP
2048,6,443,45922,HTTP
2048,6,57472,443,HTTP
2048,6,41876,443,HTTP
2048,6,40968,443,HTTP
2048,6,44950,443,HTTP
2048,6,52290,443,HTTP
2048,6,59716,443,HTTP
2048,6,51512,443,HTTP
2048,6,33960,443,HTTP
2048,6,40328,443,HTTP
2048,6,58412,443,HTTP
2048,6,46530,443,HTTP
2048,6,55232,443,HTTP
2048,6,50504,443,HTTP
2048,6,44462,443,HTTP
2048,6,37918,443,HTTP
2048,6,49224,443,HTTP
2048,6,59924,443,HTTP
2048,6,45302,443,HTTP
2048,6,41812,443,HTTP
2048,6,37534,443,HTTP
2048,6,443,57472,HTTP
2048,6,443,41876,HTTP
2048,6,443,53420,HTTP
2048,6,443,59716,HTTP
2048,6,443,44950,HTTP
2048,6,443,40968,HTTP
2048,6,443,58412,HTTP
2048,6,443,55232,HTTP
2048,6,443,50504,HTTP
2048,6,443,44462,HTTP
2048,6,443,59924,HTTP
2048,6,443,49224,HTTP
2048,6,443,41812,HTTP
2048,6,443,48190,HTTP
2048,6,443,50632,HTTP
2048,6,443,50622,HTTP
2048,6,443,40328,HTTP
2048,6,443,52290,HTTP
2048,6,443,51512,HTTP
2048,6,443,33960,HTTP
2048,6,443,45302,HTTP
2048,6,443,37534,HTTP
2048,6,443,37918,HTTP
2048,6,443,46530,HTTP
2048,6,37664,443,HTTP
2048,6,443,46356,HTTP
2048,6,37666,443,HTTP
2048,6,39936,443,HTTP
2048,6,45694,443,HTTP
2048,6,41346,443,HTTP
2048,6,45886,443,HTTP
2048,6,37804,443,HTTP
2048,6,44660,443,HTTP
2048,6,36768,443,HTTP
2048,6,443,41346,HTTP
2048,6,443,45694,HTTP
2048,6,46356,443,HTTP
2048,6,443,36768,HTTP
2048,6,443,41118,HTTP
2048,6,443,37666,HTTP
2048,6,443,44660,HTTP
2048,6,443,45886,HTTP
2048,6,443,37664,HTTP
2048,6,443,37804,HTTP
2048,6,443,39936,HTTP
2048,6,49428,443,HTTP
2048,6,52416,443,HTTP
2048,6,443,49428,HTTP
2048,6,443,52416,HTTP
2048,6,56168,443,HTTP
2048,6,39170,443,HTTP
2048,6,443,39170,HTTP
2048,6,443,51562,HTTP
2048,6,443,59800,HTTP
2048,6,443,52420,HTTP
2048,6,443,56168,HTTP
2048,6,35936,443,HTTP
2048,6,50604,443,HTTP
2048,6,37050,443,HTTP
2048,6,45656,443,HTTP
2048,17,40741,53,DNS
2048,17,50561,53,DNS
2048,6,53638,443,HTTP
2048,17,36827,53,DNS
2048,6,37478,443,HTTP
2048,6,48666,443,HTTP
2048,6,59796,443,HTTP
2048,6,37820,80,HTTP
2048,6,35924,443,HTTP
2048,6,48674,443,HTTP
2048,6,443,45656,HTTP
2048,6,443,35936,HTTP
2048,6,80,37820,HTTP
2048,6,443,35924,HTTP
2048,17,53,40741,DNS
2048,6,443,48674,HTTP
2048,6,443,48666,HTTP
2048,6,443,37478,HTTP
2048,6,37466,443,HTTP
2048,6,443,37466,HTTP
2048,6,443,50604,HTTP
2048,6,443,53638,HTTP
2048,6,443,59796,HTTP
2048,6,443,37050,HTTP
2048,17,53,50561,DNS
2048,17,53,36827,DNS
2048,6,45956,443,HTTP
2048,6,443,45956,HTTP
2048,6,39470,443,HTTP
2048,6,44946,443,HTTP
2048,6,443,39470,HTTP
2048,6,443,44946,HTTP
2048,6,48470,443,HTTP
2048,6,443,48470,HTTP
2048,17,44775,53,DNS
2048,17,53,44775,DNS
2048,6,50422,443,HTTP
2048,6,443,50422,HTTP
2048,6,33504,80,HTTP
2048,6,54138,443,HTTP
2048,6,39252,443,HTTP
2048,6,80,33504,HTTP
2048,6,443,39252,HTTP
2048,6,443,54138,HTTP
2048,17,49722,53,DNS
2048,17,41515,53,DNS
2048,6,50680,443,HTTP
2048,17,60856,53,DNS
2048,17,59359,53,DNS
2048,17,44295,53,DNS
2048,17,41647,53,DNS
2048,17,51220,53,DNS
2048,17,60115,53,DNS
2048,6,50686,443,HTTP
2048,6,35824,443,HTTP
2048,6,35720,443,HTTP
2048,6,48592,443,HTTP
2048,6,39180,443,HTTP
2048,6,44984,443,HTTP
2048,6,36288,443,HTTP
2048,6,50196,443,HTTP
2048,6,45000,443,HTTP
2048,6,39196,443,HTTP
2048,6,56440,443,HTTP
2048,6,47710,443,HTTP
2048,6,57948,443,HTTP
2048,6,38224,443,HTTP
2048,6,53656,443,HTTP
2048,17,53,41515,DNS
2048,17,53,49722,DNS
2048,17,53,60856,DNS
2048,17,53,59359,DNS
2048,6,58246,443,HTTP
2048,17,53,44295,DNS
2048,17,53,41647,DNS
2048,17,53,51220,DNS
2048,17,58788,53,DNS
2048,17,33174,53,DNS
2048,17,58516,53,DNS
2048,17,43484,53,DNS
2048,6,443,50196,HTTP
2048,6,443,57948,HTTP
2048,6,443,47710,HTTP
2048,17,34369,53,DNS
2048,17,41328,53,DNS
2048,17,53,33174,DNS
2048,17,53,43484,DNS
2048,17,53,58516,DNS
2048,17,49888,53,DNS
2048,17,55816,53,DNS
2048,17,53,34369,DNS
2048,17,53,41328,DNS
2048,17,58474,53,DNS
2048,17,36754,53,DNS
2048,17,53,49888,DNS
2048,17,53,55816,DNS
2048,17,53,58474,DNS
2048,17,53,36754,DNS
2048,6,443,56440,HTTP
2048,6,42114,443,HTTP
2048,6,44576,443,HTTP
2048,6,44586,443,HTTP
2048,6,443,35720,HTTP
2048,6,60470,443,HTTP
2048,6,47230,443,HTTP
2048,6,38198,443,HTTP
2048,6,443,35824,HTTP
2048,6,443,58246,HTTP
2048,6,443,53656,HTTP
2048,6,443,60470,HTTP
2048,6,443,38198,HTTP
2048,6,443,44984,HTTP
2048,6,443,45000,HTTP
2048,6,443,39180,HTTP
2048,17,53,58788,DNS
2048,6,443,39196,HTTP
2048,6,443,50680,HTTP
2048,6,443,48592,HTTP
2048,6,443,50686,HTTP
2048,6,443,42114,HTTP
2048,6,443,38224,HTTP
2048,6,443,47230,HTTP
2048,6,443,44576,HTTP
2048,6,443,44586,HTTP
2048,6,53706,443,HTTP
2048,6,34192,80,HTTP
2048,6,55264,80,HTTP
2048,6,44050,80,HTTP
2048,6,37816,80,HTTP
2048,6,35722,443,HTTP
2048,6,48272,80,HTTP
2048,6,80,34192,HTTP
2048,6,80,37816,HTTP
2048,6,80,55264,HTTP
2048,6,80,48272,HTTP
2048,6,80,44050,HTTP
2048,6,443,35722,HTTP
2048,6,443,53706,HTTP
2048,6,54070,443,HTTP
2048,6,42688,80,HTTP
2048,6,44052,80,HTTP
2048,6,48710,443,HTTP
2048,6,80,42688,HTTP
2048,6,80,44052,HTTP
2048,6,443,48710,HTTP
2048,6,53892,80,HTTP
2048,6,59588,443,HTTP
2048,6,40244,443,HTTP
2048,6,52362,443,HTTP
2048,6,35352,443,HTTP
2048,6,48724,443,HTTP
2048,6,80,53892,HTTP
2048,6,443,52362,HTTP
2048,6,443,48724,HTTP
2048,6,443,35352,HTTP
2048,6,443,40244,HTTP
2048,17,50869,53,DNS
2048,6,47710,443,HTTP
2048,6,35934,443,HTTP
2048,6,47718,443,HTTP
2048,17,37458,53,DNS
2048,6,53654,443,HTTP
2048,17,53617,53,DNS
2048,6,50954,443,HTTP
2048,6,54326,443,HTTP
2048,6,80,42310,HTTP
2048,6,443,59588,HTTP
2048,17,53,50869,DNS
2048,6,443,35934,HTTP
2048,6,443,37710,HTTP
2048,17,53,37458,DNS
2048,17,53,53617,DNS
2048,6,443,54326,HTTP
2048,6,443,53654,HTTP
2048,6,443,47718,HTTP
2048,6,443,47710,HTTP
2048,6,443,50954,HTTP
2048,6,443,49910,HTTP
2048,6,44046,80,HTTP
2048,6,34254,443,HTTP
2048,6,42896,443,HTTP
2048,6,37824,80,HTTP
2048,6,80,37824,HTTP
2048,6,80,44046,HTTP
2048,6,443,34254,HTTP
2048,6,443,42896,HTTP
2048,6,49412,443,HTTP
2048,6,49440,443,HTTP
2048,6,49460,443,HTTP
2048,6,35008,80,HTTP
2048,6,34996,80,HTTP
2048,6,35000,80,HTTP
2048,6,35002,80,HTTP
2048,6,80,34996,HTTP
2048,6,80,35008,HTTP
2048,6,80,35000,HTTP
2048,6,80,35002,HTTP
2048,6,443,49412,HTTP
2048,6,443,49440,HTTP
2048,6,443,49460,HTTP
2048,6,80,37600,HTTP
2048,6,40370,443,HTTP
2048,6,60430,443,HTTP
2048,6,53848,80,HTTP
2048,6,443,60430,HTTP
2048,6,443,40370,HTTP
2048,6,80,53848,HTTP
2048,6,42296,80,HTTP
2048,6,59598,80,HTTP
2048,6,39206,443,HTTP
2048,6,80,42296,HTTP
2048,6,80,59598,HTTP
2048,6,443,39206,HTTP
2048,6,48948,443,HTTP
2048,6,58146,443,HTTP
2048,6,54408,443,HTTP
2048,6,35006,443,HTTP
2048,6,37276,443,HTTP
2048,6,55772,443,HTTP
2048,6,443,55772,HTTP
2048,6,443,58146,HTTP
2048,6,443,54408,HTTP
2048,6,443,35006,HTTP
2048,6,59430,443,HTTP
2048,6,35002,443,HTTP
2048,6,443,48948,HTTP
2048,6,443,37276,HTTP
2048,6,443,35002,HTTP
2048,6,443,59430,HTTP
2048,6,56380,443,HTTP
2048,6,49972,443,HTTP
2048,6,57922,443,HTTP
2048,6,443,56380,HTTP
2048,6,443,57922,HTTP
2048,6,443,49972,HTTP
2048,6,51640,443,HTTP
2048,6,37052,443,HTTP
2048,6,54318,443,HTTP
2048,6,46136,443,HTTP
2048,6,59618,443,HTTP
2048,6,59596,443,HTTP
2048,6,443,37052,HTTP
2048,6,443,51640,HTTP
2048,6,443,46136,HTTP
2048,6,443,59596,HTTP
2048,6,37666,443,HTTP
2048,6,443,54318,HTTP
2048,6,443,59618,HTTP
2048,6,49428,443,HTTP
2048,6,52416,443,HTTP
2048,6,443,49428,HTTP
2048,6,443,52416,HTTP
2048,6,53864,80,HTTP
2048,6,80,53864,HTTP
2048,6,52322,443,HTTP
2048,6,58042,443,HTTP
2048,6,39168,443,HTTP
2048,6,55334,443,HTTP
2048,6,56864,443,HTTP
2048,6,443,52322,HTTP
2048,6,443,58042,HTTP
2048,6,443,39168,HTTP
2048,6,443,56864,HTTP
2048,6,443,55334,HTTP
2048,6,51562,443,HTTP
2048,6,52420,443,HTTP
2048,6,443,51562,HTTP
2048,6,443,52420,HTTP
2048,6,39502,443,HTTP
2048,6,443,39502,HTTP
2048,6,45956,443,HTTP
2048,6,443,45956,HTTP
2048,6,53638,443,HTTP
2048,6,45032,443,HTTP
2048,6,51226,443,HTTP
2048,6,38452,443,HTTP
2048,6,46948,443,HTTP
2048,6,34688,443,HTTP
2048,6,55268,443,HTTP
2048,6,33784,443,HTTP
2048,6,50228,443,HTTP
2048,6,56638,443,HTTP
2048,6,59642,443,HTTP
2048,6,54596,443,HTTP
2048,6,40478,443,HTTP
2048,6,54508,443,HTTP
2048,6,47628,443,HTTP
2048,6,54892,443,HTTP
2048,6,54504,443,HTTP
2048,6,54418,443,HTTP
2048,6,59378,443,HTTP
2048,6,56148,443,HTTP
2048,6,50108,443,HTTP
2048,6,443,51226,HTTP
2048,6,443,55268,HTTP
2048,6,443,56638,HTTP
2048,6,443,50228,HTTP
2048,6,443,46948,HTTP
2048,6,443,54504,HTTP
2048,6,443,54508,HTTP
2048,6,443,47628,HTTP
2048,6,443,53638,HTTP
2048,6,443,48470,HTTP
2048,6,443,33080,HTTP
2048,6,33080,443,HTTP
2048,6,443,56148,HTTP
2048,6,443,38452,HTTP
2048,6,443,59642,HTTP
2048,6,443,38452,HTTP
2048,6,443,54596,HTTP
2048,6,443,59642,HTTP
2048,6,443,54596,HTTP
2048,6,443,45032,HTTP
2048,6,443,59378,HTTP
2048,6,443,34688,HTTP
2048,6,443,54418,HTTP
2048,6,443,54892,HTTP
2048,6,443,33784,HTTP
2048,6,33504,80,HTTP
2048,6,54138,443,HTTP
2048,6,39252,443,HTTP
2048,17,59930,53,DNS
2048,6,443,36656,HTTP
2048,6,443,50108,HTTP
2048,6,443,40478,HTTP
2048,6,40774,443,HTTP
2048,6,52746,443,HTTP
2048,6,36656,443,HTTP
2048,6,80,33504,HTTP
2048,6,443,40774,HTTP
2048,6,443,39252,HTTP
2048,6,443,54138,HTTP
2048,6,443,52746,HTTP
2048,17,53,60115,DNS
2048,17,53,59930,DNS
2048,17,42230,53,DNS
2048,17,52427,53,DNS
2048,17,53,42230,DNS
2048,17,53,52427,DNS
2048,6,45906,443,HTTP
2048,6,45922,443,HTTP
2048,6,35722,443,HTTP
2048,6,34192,80,HTTP
2048,6,44050,80,HTTP
2048,6,37816,80,HTTP
2048,6,48272,80,HTTP
2048,6,55264,80,HTTP
2048,6,80,34192,HTTP
2048,6,80,37816,HTTP
2048,6,80,48272,HTTP
2048,6,80,55264,HTTP
2048,6,80,44050,HTTP
2048,6,443,45906,HTTP
2048,6,443,35722,HTTP
2048,6,443,45922,HTTP
2048,6,46508,443,HTTP
2048,6,44052,80,HTTP
2048,6,42688,80,HTTP
2048,6,48710,443,HTTP
2048,6,53656,443,HTTP
2048,6,38224,443,HTTP
2048,6,80,44052,HTTP
2048,6,80,42688,HTTP
2048,6,443,46508,HTTP
2048,6,443,53656,HTTP
2048,6,443,48710,HTTP
2048,6,443,38224,HTTP
2048,6,53892,80,HTTP
2048,6,80,53892,HTTP
2048,6,39366,443,HTTP
2048,6,443,39366,HTTP
2048,6,35934,443,HTTP
2048,6,42310,80,HTTP
2048,6,49910,443,HTTP
2048,6,37710,443,HTTP
2048,6,42168,80,HTTP
2048,6,37818,80,HTTP
2048,6,48724,443,HTTP
2048,6,35352,443,HTTP
2048,6,52362,443,HTTP
2048,6,40244,443,HTTP
2048,6,59588,443,HTTP
2048,6,443,35934,HTTP
2048,6,80,42168,HTTP
2048,6,80,37818,HTTP
2048,6,80,42310,HTTP
2048,6,443,59588,HTTP
2048,6,443,52362,HTTP
2048,6,443,37710,HTTP
2048,6,443,48724,HTTP
2048,6,443,35352,HTTP
2048,6,443,40244,HTTP
2048,6,443,49910,HTTP
2048,6,44046,80,HTTP
2048,6,34254,443,HTTP
2048,6,42896,443,HTTP
2048,6,37824,80,HTTP
2048,6,80,37824,HTTP
2048,6,59640,443,HTTP
2048,6,80,44046,HTTP
2048,6,443,34254,HTTP
2048,6,443,59640,HTTP
2048,6,443,42896,HTTP
2048,6,45886,443,HTTP
2048,6,53654,443,HTTP
2048,6,443,53654,HTTP
2048,6,443,45886,HTTP
2048,6,52128,443,HTTP
2048,6,443,52128,HTTP
2048,6,41926,443,HTTP
2048,6,41942,443,HTTP
2048,6,46142,443,HTTP
2048,6,45246,443,HTTP
2048,6,49436,443,HTTP
2048,6,443,46142,HTTP
2048,6,443,49436,HTTP
2048,6,443,45246,HTTP
2048,6,443,41942,HTTP
2048,6,443,41926,HTTP
2048,6,40460,443,HTTP
2048,6,443,40460,HTTP
2048,6,37600,80,HTTP
2048,6,80,53848,HTTP
2048,6,80,37600,HTTP
2048,6,443,49412,HTTP
2048,6,443,49440,HTTP
2048,6,443,49460,HTTP
2048,6,443,60996,HTTP
2048,6,35950,443,HTTP
2048,6,443,35950,HTTP
2048,6,39206,443,HTTP
2048,6,42296,80,HTTP
2048,6,59598,80,HTTP
2048,6,80,42296,HTTP
2048,6,80,59598,HTTP
2048,6,443,39206,HTTP
2048,6,35002,443,HTTP
2048,6,59430,443,HTTP
2048,6,443,35002,HTTP
2048,6,443,59430,HTTP
2048,6,58040,443,HTTP
2048,6,49930,443,HTTP
2048,6,443,58040,HTTP
2048,6,443,49930,HTTP
2048,6,50308,443,HTTP
2048,6,443,50308,HTTP
2048,6,37362,443,HTTP
2048,6,57676,443,HTTP
2048,6,443,57676,HTTP
2048,6,443,37362,HTTP
2048,6,47556,443,HTTP
2048,6,443,47556,HTTP
2048,6,37804,443,HTTP
2048,6,45694,443,HTTP
2048,6,41346,443,HTTP
2048,6,41118,443,HTTP
2048,6,44660,443,HTTP
2048,6,443,45694,HTTP
2048,6,443,41346,HTTP
2048,6,443,37804,HTTP
2048,6,443,44660,HTTP
2048,6,443,41118,HTTP
2048,6,49428,443,HTTP
2048,6,52416,443,HTTP
2048,6,443,52416,HTTP
2048,6,443,49428,HTTP
2048,6,42570,443,HTTP
2048,6,36544,443,HTTP
2048,6,47086,443,HTTP
2048,6,38210,443,HTTP
2048,6,443,42570,HTTP
2048,6,443,38210,HTTP
2048,6,443,47086,HTTP
2048,6,53864,80,HTTP
2048,6,443,36544,HTTP
2048,6,80,53864,HTTP
2048,6,51562,443,HTTP
2048,6,52420,443,HTTP
2048,6,443,51562,HTTP
2048,6,51870,443,HTTP
2048,6,443,52420,HTTP
2048,6,443,51870,HTTP
2048,6,35936,443,HTTP
2048,6,50604,443,HTTP
2048,6,37050,443,HTTP
2048,6,45656,443,HTTP
2048,6,37820,80,HTTP
2048,6,35924,443,HTTP
2048,6,443,45656,HTTP
2048,6,80,37820,HTTP
2048,6,443,35936,HTTP
2048,6,443,35924,HTTP
2048,6,443,50604,HTTP
2048,6,443,37050,HTTP
2048,6,45956,443,HTTP
2048,6,443,45956,HTTP
2048,6,50872,443,HTTP
2048,6,50738,443,HTTP
2048,6,37438,443,HTTP
2048,6,36226,443,HTTP
2048,6,443,50738,HTTP
2048,6,443,36226,HTTP
2048,6,443,37438,HTTP
2048,6,48470,443,HTTP
2048,6,443,50872,HTTP
2048,6,40006,443,HTTP
2048,6,443,40006,HTTP
2048,6,443,48470,HTTP
2048,6,53638,443,HTTP
2048,6,80,33504,HTTP
2048,6,38326,443,HTTP
2048,6,443,38326,HTTP
2048,6,443,52746,HTTP
2048,6,443,39252,HTTP
2048,6,443,53638,HTTP
2048,6,59526,443,HTTP
2048,6,56160,443,HTTP
2048,6,37598,443,HTTP
2048,6,60000,443,HTTP
2048,6,57296,443,HTTP
2048,6,42722,443,HTTP
2048,6,52342,443,HTTP
2048,6,51096,443,HTTP
2048,6,48278,443,HTTP
2048,6,59540,443,HTTP
2048,6,443,59526,HTTP
2048,6,443,37598,HTTP
2048,6,443,60000,HTTP
2048,6,443,59540,HTTP
2048,6,443,57296,HTTP
2048,6,443,56160,HTTP
2048,6,443,51096,HTTP
2048,6,443,48278,HTTP
2048,6,443,42722,HTTP
2048,6,443,52342,HTTP
2048,6,42114,443,HTTP
2048,6,44576,443,HTTP
2048,6,44586,443,HTTP
2048,6,60470,443,HTTP
2048,6,47230,443,HTTP
2048,6,38198,443,HTTP
2048,6,443,60470,HTTP
2048,6,443,38198,HTTP
2048,6,443,42114,HTTP
2048,6,443,44576,HTTP
2048,6,443,44586,HTTP
2048,6,443,47230,HTTP
2048,6,35722,443,HTTP
2048,6,45906,443,HTTP
2048,6,45922,443,HTTP
2048,6,34192,80,HTTP
2048,6,44050,80,HTTP
2048,6,37816,80,HTTP
2048,6,55264,80,HTTP
2048,6,80,37816,HTTP
2048,6,80,34192,HTTP
2048,6,35106,443,HTTP
2048,6,33674,443,HTTP
2048,6,80,55264,HTTP
2048,6,80,44050,HTTP
2048,6,443,45906,HTTP
2048,6,443,45922,HTTP
2048,6,443,35722,HTTP
2048,6,443,35106,HTTP
2048,6,42688,80,HTTP
2048,6,44052,80,HTTP
2048,6,48710,443,HTTP
2048,6,443,33674,HTTP
2048,6,57470,443,HTTP
2048,6,60326,443,HTTP
2048,6,51378,443,HTTP
